,ds,yhat,yhat_lower,yhat_upper,y,cutoff
99,2017-12-26 03:00:00,18667.861617875533,-0.13095245856452212,0.132331808966622,19552.0,2017-12-25 23:00:00
100,2017-12-26 04:00:00,18463.52023267042,-0.14509187446554128,0.12420746277542093,19402.0,2017-12-25 23:00:00
101,2017-12-26 05:00:00,19194.287553668622,-0.115783451970782,0.14632081148060927,20001.0,2017-12-25 23:00:00
102,2017-12-26 06:00:00,20721.625091886282,-0.03429154047524266,0.23110129240574462,21836.0,2017-12-25 23:00:00
103,2017-12-26 07:00:00,22994.91863651275,0.08656489181350026,0.3346422278228451,24539.0,2017-12-25 23:00:00
104,2017-12-26 08:00:00,25189.355874506866,0.17694903330930484,0.4425589068504351,27215.0,2017-12-25 23:00:00
105,2017-12-26 09:00:00,26683.638900635025,0.23245694304478284,0.503518244935151,29704.0,2017-12-25 23:00:00
106,2017-12-26 10:00:00,27468.127797992507,0.2885398684961443,0.539169473897992,31381.0,2017-12-25 23:00:00
107,2017-12-26 11:00:00,27803.891077088425,0.298047389207377,0.5644979698244192,32029.0,2017-12-25 23:00:00
108,2017-12-26 12:00:00,27747.052670369994,0.2994563845691576,0.5617598876852296,31921.0,2017-12-25 23:00:00
109,2017-12-26 13:00:00,27075.166738090393,0.25361194642910034,0.5329235157521389,32247.0,2017-12-25 23:00:00
110,2017-12-26 14:00:00,26790.267058923353,0.25621396518763945,0.5095869831638979,31537.0,2017-12-25 23:00:00
111,2017-12-26 15:00:00,26073.835765883916,0.20999072440822378,0.4772967255861575,30268.0,2017-12-25 23:00:00
112,2017-12-26 16:00:00,25645.457143424926,0.1979925897556738,0.45199907591742505,30061.999999999996,2017-12-25 23:00:00
113,2017-12-26 17:00:00,25859.068586746052,0.2109170538661642,0.4721534018545249,30526.0,2017-12-25 23:00:00
114,2017-12-26 18:00:00,26711.57190065016,0.24572896119675203,0.5067278487232713,32217.0,2017-12-25 23:00:00
115,2017-12-26 19:00:00,27795.654717640362,0.3074379164647967,0.5534098124747983,32470.0,2017-12-25 23:00:00
116,2017-12-26 20:00:00,28283.494312788698,0.31997765885560386,0.5826389243811169,32654.0,2017-12-25 23:00:00
117,2017-12-26 21:00:00,27629.29285338266,0.28840217158730064,0.5531113889660969,32597.0,2017-12-25 23:00:00
118,2017-12-26 22:00:00,25877.601011218416,0.2089811453015158,0.4512645670772627,30883.0,2017-12-25 23:00:00
119,2017-12-26 23:00:00,23438.81039347079,0.09362912778436959,0.34637837804501526,28136.999999999996,2017-12-25 23:00:00
120,2017-12-27 00:00:00,24627.4040545207,0.16242179944377794,0.41688512772362263,25526.0,2017-12-26 23:00:00
121,2017-12-27 01:00:00,22698.735754698253,0.06263245644892493,0.32044568128930495,23257.0,2017-12-26 23:00:00
122,2017-12-27 02:00:00,21511.07165692371,0.0040492523345408695,0.26348426530032554,22012.0,2017-12-26 23:00:00
123,2017-12-27 03:00:00,20614.891065873577,-0.032474293608356006,0.22075188689116992,21442.0,2017-12-26 23:00:00
124,2017-12-27 04:00:00,20335.102685405327,-0.05462175868391137,0.2040904358499564,21171.0,2017-12-26 23:00:00
125,2017-12-27 05:00:00,21062.018433482466,-0.007447253521867586,0.23601865280568132,21768.0,2017-12-26 23:00:00
126,2017-12-27 06:00:00,22782.295066735613,0.0714077978590908,0.3141486511006701,23708.999999999996,2017-12-26 23:00:00
127,2017-12-27 07:00:00,25343.725849129747,0.1892529038090114,0.44299717700800934,26883.999999999996,2017-12-26 23:00:00
128,2017-12-27 08:00:00,27642.292656839854,0.29637680517554815,0.5576320472496582,29609.0,2017-12-26 23:00:00
129,2017-12-27 09:00:00,29550.981277351948,0.3852352095484276,0.6421274014360009,32112.000000000004,2017-12-26 23:00:00
130,2017-12-27 10:00:00,30303.685702093353,0.4214254234608712,0.6814635832395892,33493.0,2017-12-26 23:00:00
131,2017-12-27 11:00:00,30822.811032127072,0.45288318730411076,0.7082239193170056,33713.0,2017-12-26 23:00:00
132,2017-12-27 12:00:00,30664.877538571072,0.44222371956465945,0.6921938935616809,33413.0,2017-12-26 23:00:00
133,2017-12-27 13:00:00,30368.889238619315,0.4233883518031975,0.6781818766693399,33559.0,2017-12-26 23:00:00
134,2017-12-27 14:00:00,29808.693301455274,0.40220267379409913,0.6514632277759113,32533.999999999996,2017-12-26 23:00:00
135,2017-12-27 15:00:00,29321.27300147088,0.37650193660460973,0.6368164781350324,31657.0,2017-12-26 23:00:00
136,2017-12-27 16:00:00,29064.77394331511,0.3640326225633014,0.6180723417495431,31491.000000000004,2017-12-26 23:00:00
137,2017-12-27 17:00:00,29534.581853046155,0.3943739358448833,0.6363055677373597,32002.0,2017-12-26 23:00:00
138,2017-12-27 18:00:00,30665.66539600326,0.44111044632910346,0.6975980481142243,33643.0,2017-12-26 23:00:00
139,2017-12-27 19:00:00,31994.442228707554,0.5094748682429542,0.7551177394036547,34025.0,2017-12-26 23:00:00
140,2017-12-27 20:00:00,32753.38774206421,0.546494422191037,0.8017673291859339,34058.0,2017-12-26 23:00:00
141,2017-12-27 21:00:00,32355.8286011977,0.5202575202015115,0.7782875324914815,33499.0,2017-12-26 23:00:00
142,2017-12-27 22:00:00,30769.95626954315,0.44098717691725275,0.7105407774180137,31443.000000000004,2017-12-26 23:00:00
143,2017-12-27 23:00:00,28540.397541805836,0.33913026513530914,0.5871633359947385,28621.0,2017-12-26 23:00:00
144,2017-12-28 00:00:00,27333.867301688522,0.2814890739490944,0.5296664685853686,26118.0,2017-12-27 23:00:00
145,2017-12-28 01:00:00,25655.023592768473,0.2080628736253054,0.46266252275176584,23836.0,2017-12-27 23:00:00
146,2017-12-28 02:00:00,24332.954095185927,0.1319115724499499,0.3954852658121227,22376.0,2017-12-27 23:00:00
147,2017-12-28 03:00:00,23435.555183419623,0.09398790117675973,0.3488247068034462,21734.0,2017-12-27 23:00:00
148,2017-12-28 04:00:00,23274.123858480314,0.08020182029321359,0.34621907964925475,21484.000000000004,2017-12-27 23:00:00
149,2017-12-28 05:00:00,23921.659618220474,0.12054035225208899,0.3705598022795276,22005.0,2017-12-27 23:00:00
150,2017-12-28 06:00:00,25564.723934575093,0.2001946637473832,0.4591381551685232,23918.0,2017-12-27 23:00:00
151,2017-12-28 07:00:00,27812.7438534915,0.30729211782709515,0.5535213945858449,27150.0,2017-12-27 23:00:00
152,2017-12-28 08:00:00,30191.50615589273,0.4234491587899967,0.6728410915940701,29814.0,2017-12-27 23:00:00
153,2017-12-28 09:00:00,31784.641976392104,0.5011762283307162,0.7444402352739246,32146.000000000004,2017-12-27 23:00:00
154,2017-12-28 10:00:00,32640.33420693177,0.5352019995923472,0.7960595243025399,33206.0,2017-12-27 23:00:00
155,2017-12-28 11:00:00,32965.09636448776,0.5520538717975596,0.8037149359097897,33375.0,2017-12-27 23:00:00
156,2017-12-28 12:00:00,32852.08979520939,0.5405032134338239,0.8029484894019253,32910.0,2017-12-27 23:00:00
157,2017-12-28 13:00:00,32385.147392602317,0.5211966433225567,0.773646977606818,32908.0,2017-12-27 23:00:00
158,2017-12-28 14:00:00,31933.16610201722,0.5039385794752681,0.7606498845938517,31830.0,2017-12-27 23:00:00
159,2017-12-28 15:00:00,31350.682212604002,0.4788985749063852,0.7243925137325787,30934.0,2017-12-27 23:00:00
160,2017-12-28 16:00:00,30975.39958383892,0.45669533578221355,0.7122476328940242,30791.000000000004,2017-12-27 23:00:00
161,2017-12-28 17:00:00,31394.27751895141,0.4798133812968391,0.7299926007677071,31212.999999999996,2017-12-27 23:00:00
162,2017-12-28 18:00:00,32373.45108920411,0.5387584615652532,0.7760283021512523,32890.0,2017-12-27 23:00:00
163,2017-12-28 19:00:00,33552.40569155887,0.572614107439785,0.8306251249673096,33102.0,2017-12-27 23:00:00
164,2017-12-28 20:00:00,34244.893125981296,0.6132820856810991,0.8633643408701774,33035.0,2017-12-27 23:00:00
165,2017-12-28 21:00:00,33668.19806571127,0.585466896349459,0.8375498901751343,32538.0,2017-12-27 23:00:00
166,2017-12-28 22:00:00,32008.837021619758,0.5031953911942426,0.7471970780629754,30683.000000000004,2017-12-27 23:00:00
167,2017-12-28 23:00:00,29778.627790810668,0.3947844809347819,0.6467601221933585,27881.999999999996,2017-12-27 23:00:00
168,2017-12-29 00:00:00,26403.155642377846,0.23776779840032297,0.48467157960873,25496.0,2017-12-28 23:00:00
169,2017-12-29 01:00:00,24600.874398055235,0.15813678722016014,0.40233283660568225,23300.0,2017-12-28 23:00:00
170,2017-12-29 02:00:00,23308.70915852458,0.09986160229571756,0.35368482755066677,22069.0,2017-12-28 23:00:00
171,2017-12-29 03:00:00,22403.224793315327,0.054673019206610544,0.30909671060931987,21429.0,2017-12-28 23:00:00
172,2017-12-29 04:00:00,22207.811181696492,0.037860802815540724,0.2854698249641578,21214.0,2017-12-28 23:00:00
173,2017-12-29 05:00:00,22856.194653829152,0.078692713860325,0.32808183927685464,21700.0,2017-12-28 23:00:00
